date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2016-01-18,35,25,0.0,8.7,8,59,01:08 PM,01:04 AM,06:13 AM,05:43 PM,18,31,31,29,27,26,54,0.0,1013,35,10,67,19,12.45%-86.99
2016-01-19,34,24,0.0,8.7,8,66,02:00 PM,02:01 AM,06:14 AM,05:44 PM,17,29,29,28,29,18,51,0.0,1014,34,10,59,20,12.45%-86.99
2016-01-20,36,24,0.0,8.7,8,73,02:54 PM,02:58 AM,06:14 AM,05:44 PM,16,30,30,29,26,10,49,0.0,1013,36,10,69,18,12.45%-86.99
2016-01-21,36,23,0.0,8.7,8,80,03:49 PM,03:55 AM,06:14 AM,05:45 PM,17,30,30,29,24,6,51,0.0,1012,36,10,89,15,12.45%-86.99
2016-01-22,36,24,0.0,8.7,8,88,04:44 PM,04:49 AM,06:14 AM,05:45 PM,19,31,31,29,15,13,57,0.0,1012,36,10,122,10,12.45%-86.99
2016-01-23,35,25,0.0,8.7,8,95,05:38 PM,05:42 AM,06:14 AM,05:46 PM,18,31,31,29,24,24,52,0.1,1012,35,10,61,16,12.45%-86.99
2016-01-24,35,22,0.0,8.7,7,100,06:30 PM,06:30 AM,06:14 AM,05:46 PM,14,28,28,28,20,13,44,0.0,1014,35,10,67,13,12.45%-86.99
2016-01-25,35,23,0.0,8.7,7,100,07:21 PM,07:17 AM,06:14 AM,05:47 PM,16,29,29,28,27,5,49,0.0,1014,35,10,78,19,12.45%-86.99
2016-01-26,35,24,0.0,8.7,8,83,08:10 PM,08:00 AM,06:14 AM,05:47 PM,18,31,31,29,25,14,54,0.0,1013,35,10,88,18,12.45%-86.99
2016-01-27,35,24,0.0,8.7,8,76,08:57 PM,08:40 AM,06:14 AM,05:48 PM,19,30,30,29,20,7,59,0.0,1011,35,10,98,14,12.45%-86.99
2016-01-28,35,24,0.0,8.7,7,69,09:44 PM,09:20 AM,06:14 AM,05:48 PM,20,30,30,28,12,19,63,0.2,1012,35,10,136,8,12.45%-86.99
2016-01-29,36,25,0.0,8.7,8,61,10:29 PM,09:59 AM,06:14 AM,05:49 PM,19,30,30,29,18,37,59,0.0,1013,36,10,72,11,12.45%-86.99
2016-01-30,36,23,0.0,8.7,8,54,11:16 PM,10:38 AM,06:14 AM,05:49 PM,17,30,30,29,26,10,51,0.0,1013,36,10,71,18,12.45%-86.99
2016-01-31,35,23,0.0,8.7,8,50,No moonrise,11:19 AM,06:13 AM,05:49 PM,18,30,30,28,20,7,56,0.0,1012,35,10,93,13,12.45%-86.99
2016-02-01,36,24,0.0,8.7,8,34,12:03 AM,12:01 PM,06:13 AM,05:50 PM,19,31,31,29,19,15,57,0.0,1011,36,10,98,13,12.45%-86.99
2016-02-02,35,24,0.0,8.7,8,26,12:51 AM,12:45 PM,06:13 AM,05:50 PM,18,30,30,28,21,8,56,0.0,1011,35,10,142,14,12.45%-86.99
2016-02-03,35,24,0.0,8.7,8,18,01:41 AM,01:33 PM,06:13 AM,05:51 PM,18,29,29,28,15,5,58,0.0,1011,35,10,140,11,12.45%-86.99
2016-02-04,36,24,0.0,8.7,8,11,02:32 AM,02:23 PM,06:13 AM,05:51 PM,18,30,30,29,14,10,56,0.0,1012,36,10,87,9,12.45%-86.99
2016-02-05,36,24,0.0,8.7,8,3,03:26 AM,03:17 PM,06:13 AM,05:51 PM,17,31,31,30,29,13,48,0.0,1012,36,10,62,20,12.45%-86.99
2016-02-06,37,24,0.0,8.7,8,0,04:19 AM,04:12 PM,06:13 AM,05:52 PM,16,30,30,30,32,4,46,0.0,1012,37,10,69,22,12.45%-86.99
2016-02-07,35,23,0.0,8.7,8,0,05:12 AM,05:11 PM,06:12 AM,05:52 PM,17,30,30,29,29,11,50,0.0,1012,35,10,60,21,12.45%-86.99
2016-02-08,36,23,0.0,8.7,8,0,06:05 AM,06:09 PM,06:12 AM,05:52 PM,16,29,29,28,30,6,47,0.0,1012,36,10,58,21,12.45%-86.99
2016-02-09,37,24,0.0,8.7,8,4,06:56 AM,07:08 PM,06:12 AM,05:53 PM,15,30,30,30,27,24,44,0.0,1013,37,10,52,19,12.45%-86.99
2016-02-10,36,23,0.0,8.7,8,12,07:47 AM,08:06 PM,06:12 AM,05:53 PM,14,29,29,29,28,12,42,0.0,1015,36,10,48,20,12.45%-86.99
2016-02-11,35,23,0.0,8.7,8,19,08:36 AM,09:04 PM,06:11 AM,05:53 PM,14,29,29,28,28,12,44,0.0,1014,35,10,49,21,12.45%-86.99
2016-02-12,36,24,0.0,8.7,8,27,09:25 AM,10:02 PM,06:11 AM,05:54 PM,16,30,30,29,31,12,47,0.0,1013,36,10,53,23,12.45%-86.99
2016-02-13,37,24,0.0,8.7,8,34,10:15 AM,11:00 PM,06:11 AM,05:54 PM,16,31,31,30,32,8,47,0.0,1012,37,10,52,22,12.45%-86.99
2016-02-14,36,26,0.0,8.7,8,42,11:05 AM,11:57 PM,06:10 AM,05:54 PM,16,31,31,30,32,8,46,0.0,1010,36,10,68,23,12.45%-86.99
2016-02-15,35,24,0.0,8.7,8,49,11:57 AM,No moonset,06:10 AM,05:54 PM,18,31,31,29,30,9,52,0.0,1009,35,10,75,22,12.45%-86.99
2016-02-16,37,24,0.0,8.7,8,57,12:50 PM,12:54 AM,06:10 AM,05:55 PM,18,31,31,29,17,7,54,0.0,1008,37,10,99,11,12.45%-86.99
2016-02-17,38,25,0.0,8.7,8,64,01:44 PM,01:50 AM,06:09 AM,05:55 PM,18,32,32,31,25,6,48,0.0,1011,38,10,79,17,12.45%-86.99
2016-02-18,38,26,0.0,8.7,8,72,02:37 PM,02:44 AM,06:09 AM,05:55 PM,18,32,32,31,33,8,48,0.0,1012,38,10,66,23,12.45%-86.99
2016-02-19,37,25,0.0,8.7,8,79,03:31 PM,03:36 AM,06:08 AM,05:55 PM,17,31,31,30,38,9,48,0.0,1011,37,10,59,27,12.45%-86.99
2016-02-20,36,26,0.0,8.7,8,87,04:23 PM,04:25 AM,06:08 AM,05:56 PM,18,31,31,30,36,13,49,0.0,1011,36,10,66,26,12.45%-86.99
2016-02-21,37,25,0.0,8.7,8,95,05:14 PM,05:11 AM,06:08 AM,05:56 PM,18,32,32,30,31,10,49,0.0,1010,37,10,71,22,12.45%-86.99
2016-02-22,36,25,0.0,8.7,8,100,06:03 PM,05:55 AM,06:07 AM,05:56 PM,19,32,32,30,23,15,55,0.0,1009,36,10,96,16,12.45%-86.99
2016-02-23,36,26,0.0,8.7,8,100,06:51 PM,06:37 AM,06:07 AM,05:56 PM,20,32,32,29,19,22,60,0.0,1009,36,10,140,14,12.45%-86.99
2016-02-24,35,25,0.0,8.7,8,83,07:38 PM,07:17 AM,06:06 AM,05:56 PM,20,31,31,29,12,23,62,0.0,1011,35,10,142,9,12.45%-86.99
2016-02-25,38,26,0.0,8.7,8,75,08:23 PM,07:57 AM,06:06 AM,05:57 PM,18,32,32,31,26,18,51,0.0,1012,38,10,69,19,12.45%-86.99
2016-02-26,38,25,0.0,8.7,8,68,09:10 PM,08:35 AM,06:05 AM,05:57 PM,16,32,32,31,28,9,45,0.0,1013,38,10,56,20,12.45%-86.99
2016-02-27,35,26,0.0,8.7,8,60,09:56 PM,09:16 AM,06:05 AM,05:57 PM,17,30,30,29,34,17,49,0.0,1012,35,10,55,23,12.45%-86.99
2016-02-28,37,24,0.0,8.7,8,53,10:43 PM,09:56 AM,06:04 AM,05:57 PM,16,30,30,30,31,8,45,0.0,1012,37,10,69,22,12.45%-86.99
2016-02-29,36,24,0.0,8.7,8,45,11:32 PM,10:39 AM,06:04 AM,05:57 PM,16,31,31,30,23,12,47,0.0,1012,36,10,81,16,12.45%-86.99
2016-03-01,36,24,0.0,8.7,8,43,No moonrise,11:24 AM,06:03 AM,05:57 PM,18,31,31,29,21,11,51,0.0,1013,36,10,90,15,12.45%-86.99
2016-03-02,37,25,0.0,8.7,8,36,12:22 AM,12:12 PM,06:03 AM,05:57 PM,18,32,32,30,20,10,52,0.0,1013,37,10,93,14,12.45%-86.99
2016-03-03,36,25,0.0,8.7,8,29,01:13 AM,01:03 PM,06:02 AM,05:58 PM,18,31,31,30,20,20,52,0.0,1012,36,10,89,15,12.45%-86.99
2016-03-04,37,26,0.0,8.7,8,22,02:05 AM,01:57 PM,06:02 AM,05:58 PM,19,32,32,30,18,23,54,0.0,1012,37,10,101,12,12.45%-86.99
2016-03-05,36,26,0.0,8.7,8,14,02:57 AM,02:53 PM,06:01 AM,05:58 PM,19,32,32,30,22,37,52,0.0,1012,36,10,91,16,12.45%-86.99
2016-03-06,37,25,0.0,11.6,8,7,03:50 AM,03:51 PM,06:00 AM,05:58 PM,19,32,32,30,17,13,51,0.0,1013,37,10,107,12,12.45%-86.99
2016-03-07,36,26,0.0,11.6,8,0,04:41 AM,04:49 PM,06:00 AM,05:58 PM,20,32,32,30,18,18,55,0.1,1013,36,10,106,13,12.45%-86.99
2016-03-08,36,26,0.0,11.6,8,0,05:33 AM,05:49 PM,05:59 AM,05:58 PM,20,33,33,30,19,23,56,0.2,1012,36,10,105,14,12.45%-86.99
2016-03-09,37,26,0.0,11.6,8,0,06:24 AM,06:49 PM,05:59 AM,05:58 PM,20,33,33,31,22,18,55,0.0,1012,37,10,103,16,12.45%-86.99
2016-03-10,36,26,0.0,10.2,7,7,07:15 AM,07:49 PM,05:58 AM,05:58 PM,20,34,34,31,24,30,53,0.0,1013,36,10,102,17,12.45%-86.99
2016-03-11,37,27,0.0,11.6,8,14,08:06 AM,08:48 PM,05:58 AM,05:58 PM,20,34,34,31,25,19,54,0.0,1013,37,10,91,19,12.45%-86.99
2016-03-12,37,26,0.0,11.6,8,22,08:58 AM,09:49 PM,05:57 AM,05:58 PM,19,32,32,31,23,12,54,0.0,1013,37,10,106,17,12.45%-86.99
2016-03-13,37,26,0.0,11.6,8,29,09:51 AM,10:47 PM,05:56 AM,05:58 PM,18,32,32,30,21,12,50,0.0,1012,37,10,141,15,12.45%-86.99
2016-03-14,37,25,0.0,11.6,8,36,10:45 AM,11:45 PM,05:56 AM,05:59 PM,18,31,31,30,15,9,52,0.0,1012,37,10,112,11,12.45%-86.99
2016-03-15,36,25,0.0,11.6,8,44,11:40 AM,No moonset,05:55 AM,05:59 PM,19,32,32,30,21,8,53,0.0,1011,36,10,105,15,12.45%-86.99
2016-03-16,37,26,0.0,11.6,8,51,12:34 PM,12:40 AM,05:54 AM,05:59 PM,18,32,32,30,21,8,51,0.0,1011,37,10,99,15,12.45%-86.99
2016-03-17,36,25,0.0,11.6,8,58,01:28 PM,01:33 AM,05:54 AM,05:59 PM,19,31,31,30,13,7,54,0.0,1011,36,10,139,9,12.45%-86.99
2016-03-18,35,26,0.0,11.6,8,65,02:19 PM,02:22 AM,05:53 AM,05:59 PM,19,31,31,29,14,10,57,0.0,1010,35,10,145,11,12.45%-86.99
2016-03-19,36,26,0.0,11.6,8,73,03:10 PM,03:09 AM,05:53 AM,05:59 PM,20,32,32,30,13,25,57,0.0,1010,36,10,146,10,12.45%-86.99
2016-03-20,36,27,0.0,11.6,8,80,03:59 PM,03:54 AM,05:52 AM,05:59 PM,21,34,34,31,10,22,58,0.0,1010,36,10,167,8,12.45%-86.99
2016-03-21,39,28,0.0,11.6,8,87,04:47 PM,04:35 AM,05:51 AM,05:59 PM,20,35,35,32,20,26,51,0.0,1012,39,10,67,14,12.45%-86.99
2016-03-22,39,27,0.0,11.6,8,94,05:34 PM,05:16 AM,05:51 AM,05:59 PM,18,34,34,32,36,14,44,0.0,1013,39,10,69,26,12.45%-86.99
2016-03-23,37,26,0.0,11.6,8,100,06:20 PM,05:55 AM,05:50 AM,05:59 PM,18,33,33,31,36,5,47,0.0,1012,37,10,76,26,12.45%-86.99
2016-03-24,38,26,0.0,11.6,8,100,07:06 PM,06:34 AM,05:49 AM,05:59 PM,19,33,33,31,27,6,50,0.0,1010,38,10,92,20,12.45%-86.99
2016-03-25,38,26,0.0,11.6,8,84,07:52 PM,07:14 AM,05:49 AM,05:59 PM,19,33,33,31,28,4,50,0.0,1009,38,10,94,20,12.45%-86.99
2016-03-26,38,26,0.0,11.6,8,76,08:39 PM,07:54 AM,05:48 AM,05:59 PM,19,33,33,31,21,8,52,0.0,1011,38,10,104,16,12.45%-86.99
2016-03-27,37,27,0.0,11.6,8,69,09:27 PM,08:36 AM,05:47 AM,05:59 PM,18,33,33,31,21,11,50,0.0,1013,37,10,107,15,12.45%-86.99
2016-03-28,36,27,0.0,11.6,8,62,10:16 PM,09:20 AM,05:47 AM,05:59 PM,20,33,33,31,20,27,53,0.0,1012,36,10,106,15,12.45%-86.99
2016-03-29,37,27,0.0,11.6,8,55,11:05 PM,10:06 AM,05:46 AM,05:59 PM,19,33,33,31,19,18,52,0.0,1011,37,10,112,14,12.45%-86.99
2016-03-30,37,27,0.0,11.6,8,47,11:56 PM,10:55 AM,05:46 AM,05:59 PM,19,33,33,30,17,18,53,0.0,1011,37,10,146,12,12.45%-86.99
2016-03-31,36,27,0.0,11.6,8,43,No moonrise,11:46 AM,05:45 AM,05:59 PM,20,33,33,31,15,23,55,0.0,1011,36,10,189,11,12.45%-86.99
2016-04-01,34,27,0.0,11.6,7,26,12:46 AM,12:39 PM,05:44 AM,05:59 PM,21,33,33,30,12,30,63,0.8,1012,34,10,196,9,12.45%-86.99
2016-04-02,35,26,0.0,12.6,8,19,01:37 AM,01:35 PM,05:44 AM,06:00 PM,22,33,33,30,13,16,67,0.3,1011,35,10,277,10,12.45%-86.99
2016-04-03,35,27,0.0,11.8,7,11,02:27 AM,02:31 PM,05:43 AM,06:00 PM,23,34,34,30,11,40,64,3.6,1011,35,9,154,8,12.45%-86.99
2016-04-04,37,27,0.0,12.6,8,4,03:18 AM,03:29 PM,05:42 AM,06:00 PM,19,34,34,32,25,22,49,1.3,1012,37,10,84,18,12.45%-86.99
2016-04-05,39,28,0.0,12.6,8,0,04:08 AM,04:28 PM,05:42 AM,06:00 PM,18,35,35,33,32,12,44,0.0,1012,39,10,74,23,12.45%-86.99
2016-04-06,38,28,0.0,12.6,8,0,04:59 AM,05:29 PM,05:41 AM,06:00 PM,18,34,34,32,27,14,45,0.0,1011,38,10,81,20,12.45%-86.99
2016-04-07,38,28,0.0,12.6,8,0,05:51 AM,06:29 PM,05:41 AM,06:00 PM,19,34,34,32,28,9,46,0.0,1010,38,10,83,20,12.45%-86.99
2016-04-08,39,26,0.0,12.6,8,3,06:43 AM,07:31 PM,05:40 AM,06:00 PM,15,32,32,32,24,0,40,0.0,1010,39,10,90,18,12.45%-86.99
2016-04-09,38,26,0.0,12.6,8,11,07:38 AM,08:33 PM,05:39 AM,06:00 PM,17,33,33,32,31,6,41,0.0,1011,38,10,74,22,12.45%-86.99
2016-04-10,38,27,0.0,12.6,8,19,08:34 AM,09:34 PM,05:39 AM,06:00 PM,18,34,34,32,34,7,44,0.0,1012,38,10,73,25,12.45%-86.99
2016-04-11,37,27,0.0,12.6,8,26,09:30 AM,10:32 PM,05:38 AM,06:00 PM,19,34,34,32,22,15,48,0.0,1012,37,10,93,16,12.45%-86.99
2016-04-12,36,28,0.0,12.6,8,34,10:26 AM,11:28 PM,05:38 AM,06:00 PM,20,34,34,31,15,33,53,0.0,1012,36,10,120,11,12.45%-86.99
2016-04-13,35,25,0.0,12.6,8,41,11:22 AM,No moonset,05:37 AM,06:00 PM,19,32,32,30,14,32,56,0.2,1011,35,10,136,10,12.45%-86.99
2016-04-14,35,25,0.0,12.6,8,49,12:15 PM,12:19 AM,05:36 AM,06:00 PM,20,32,32,30,13,30,57,0.2,1011,35,10,125,9,12.45%-86.99
2016-04-15,35,26,0.0,11.9,7,56,01:07 PM,01:08 AM,05:36 AM,06:00 PM,20,32,32,30,12,44,56,0.2,1011,35,10,130,8,12.45%-86.99
2016-04-16,35,26,0.0,11.9,7,64,01:57 PM,01:53 AM,05:35 AM,06:00 PM,20,32,32,30,13,52,57,0.7,1011,35,10,109,9,12.45%-86.99
2016-04-17,35,26,0.0,11.9,7,71,02:44 PM,02:35 AM,05:35 AM,06:01 PM,20,32,32,30,13,52,56,0.9,1011,35,10,118,9,12.45%-86.99
2016-04-18,35,26,0.0,12.7,7,79,03:31 PM,03:16 AM,05:34 AM,06:01 PM,20,32,32,30,13,32,57,0.2,1011,35,10,135,9,12.45%-86.99
2016-04-19,35,26,0.0,12.7,8,87,04:17 PM,03:55 AM,05:34 AM,06:01 PM,20,33,33,30,12,33,58,1.1,1011,35,10,134,9,12.45%-86.99
2016-04-20,35,26,0.0,10.6,7,94,05:03 PM,04:34 AM,05:33 AM,06:01 PM,21,33,33,30,12,58,59,0.9,1011,35,10,156,9,12.45%-86.99
2016-04-21,37,27,0.0,12.7,8,100,05:49 PM,05:13 AM,05:33 AM,06:01 PM,20,34,34,32,17,18,52,0.0,1009,37,10,141,13,12.45%-86.99
2016-04-22,39,28,0.0,12.7,8,100,06:36 PM,05:53 AM,05:32 AM,06:01 PM,21,35,35,32,15,20,54,0.0,1010,39,10,149,11,12.45%-86.99
2016-04-23,36,28,0.0,12.7,8,83,07:24 PM,06:34 AM,05:32 AM,06:01 PM,22,36,36,32,10,29,58,0.7,1010,36,10,146,8,12.45%-86.99
2016-04-24,36,29,0.0,12.7,7,76,08:12 PM,07:18 AM,05:31 AM,06:01 PM,23,36,36,31,8,37,62,2.1,1010,36,10,173,7,12.45%-86.99
2016-04-25,35,28,0.0,12.7,7,68,09:02 PM,08:03 AM,05:31 AM,06:02 PM,23,36,36,31,8,30,64,5.3,1009,35,9,187,6,12.45%-86.99
2016-04-26,37,28,0.0,12.7,7,61,09:52 PM,08:51 AM,05:30 AM,06:02 PM,23,36,36,31,14,34,64,31.9,1008,37,7,167,9,12.45%-86.99
2016-04-27,34,28,0.0,12.7,7,53,10:41 PM,09:41 AM,05:30 AM,06:02 PM,22,34,34,31,9,41,62,14.7,1009,34,9,176,7,12.45%-86.99
2016-04-28,34,28,0.0,12.7,7,46,11:31 PM,10:32 AM,05:29 AM,06:02 PM,23,35,35,30,9,38,66,7.9,1010,34,9,155,7,12.45%-86.99
2016-04-29,33,28,0.0,12.7,7,38,No moonrise,11:25 AM,05:29 AM,06:02 PM,23,35,35,30,12,31,68,18.0,1010,33,8,189,9,12.45%-86.99
2016-04-30,33,28,0.0,12.7,7,30,12:20 AM,12:19 PM,05:28 AM,06:02 PM,24,34,34,30,10,41,70,16.6,1009,33,9,223,8,12.45%-86.99
2016-05-01,34,28,0.0,12.7,7,29,01:09 AM,01:15 PM,05:28 AM,06:02 PM,23,35,35,30,13,26,68,21.0,1009,34,8,243,9,12.45%-86.99
2016-05-02,34,28,0.0,12.8,7,22,01:57 AM,02:11 PM,05:27 AM,06:03 PM,23,35,35,30,11,29,67,28.4,1010,34,8,192,8,12.45%-86.99
2016-05-03,34,28,0.0,12.8,7,15,02:46 AM,03:10 PM,05:27 AM,06:03 PM,24,35,35,30,14,20,69,17.2,1011,34,8,144,10,12.45%-86.99
2016-05-04,33,28,0.0,12.8,7,8,03:36 AM,04:09 PM,05:27 AM,06:03 PM,23,34,34,30,13,25,69,13.2,1011,33,9,194,10,12.45%-86.99
2016-05-05,34,28,0.0,12.8,7,0,04:27 AM,05:10 PM,05:26 AM,06:03 PM,24,35,35,30,12,33,69,6.6,1010,34,9,275,8,12.45%-86.99
2016-05-06,35,28,0.0,12.8,7,0,05:21 AM,06:12 PM,05:26 AM,06:03 PM,24,35,35,31,11,48,67,27.6,1010,35,8,212,8,12.45%-86.99
2016-05-07,35,27,0.0,12.8,7,0,06:16 AM,07:15 PM,05:26 AM,06:04 PM,22,34,34,30,12,37,63,20.4,1012,35,9,129,8,12.45%-86.99
2016-05-08,35,26,0.0,12.8,8,7,07:14 AM,08:16 PM,05:25 AM,06:04 PM,18,32,32,30,21,19,50,0.3,1012,35,10,102,14,12.45%-86.99
2016-05-09,35,27,0.0,12.8,8,14,08:12 AM,09:15 PM,05:25 AM,06:04 PM,20,33,33,30,17,32,57,0.2,1012,35,10,133,12,12.45%-86.99
2016-05-10,35,27,0.0,12.8,7,21,09:10 AM,10:11 PM,05:25 AM,06:04 PM,20,33,33,30,12,35,57,3.4,1012,35,10,152,9,12.45%-86.99
2016-05-11,37,28,0.0,12.8,8,29,10:06 AM,11:02 PM,05:24 AM,06:05 PM,20,34,34,31,14,12,55,0.8,1012,37,10,114,10,12.45%-86.99
2016-05-12,37,27,0.0,12.8,8,36,11:01 AM,11:50 PM,05:24 AM,06:05 PM,21,34,34,31,15,16,56,0.1,1012,37,10,107,10,12.45%-86.99
2016-05-13,37,27,0.0,12.8,8,43,11:52 AM,No moonset,05:24 AM,06:05 PM,21,34,34,31,18,21,54,0.0,1011,37,10,72,12,12.45%-86.99
2016-05-14,38,28,0.0,12.8,8,50,12:41 PM,12:33 AM,05:24 AM,06:05 PM,20,35,35,32,16,17,52,0.0,1011,38,10,84,11,12.45%-86.99
2016-05-15,38,28,0.0,12.8,8,58,01:29 PM,01:15 AM,05:23 AM,06:05 PM,21,35,35,31,13,20,55,0.3,1011,38,10,101,9,12.45%-86.99
2016-05-16,37,28,0.0,12.8,7,65,02:14 PM,01:55 AM,05:23 AM,06:06 PM,21,34,34,31,16,25,58,3.2,1011,37,10,91,11,12.45%-86.99
2016-05-17,37,27,0.0,12.8,7,72,03:00 PM,02:34 AM,05:23 AM,06:06 PM,22,35,35,31,15,38,60,12.8,1011,37,9,96,11,12.45%-86.99
2016-05-18,30,27,0.0,12.8,6,80,03:47 PM,03:13 AM,05:23 AM,06:06 PM,23,32,32,28,18,45,73,8.3,1011,30,7,95,11,12.45%-86.99
2016-05-19,33,26,0.0,11.9,7,87,04:33 PM,03:52 AM,05:23 AM,06:07 PM,22,33,33,29,10,59,68,3.4,1010,33,10,150,7,12.45%-86.99
2016-05-20,33,26,0.0,11.9,7,94,05:21 PM,04:33 AM,05:23 AM,06:07 PM,23,33,33,29,9,58,70,3.4,1011,33,10,161,6,12.45%-86.99
2016-05-21,32,26,0.0,11.9,6,100,06:09 PM,05:16 AM,05:22 AM,06:07 PM,23,33,33,29,10,52,71,2.4,1011,32,10,164,7,12.45%-86.99
2016-05-22,37,27,0.0,12.9,8,100,06:59 PM,06:01 AM,05:22 AM,06:07 PM,21,34,34,31,16,12,55,0.0,1011,37,10,106,12,12.45%-86.99
2016-05-23,37,27,0.0,12.9,8,84,07:49 PM,06:48 AM,05:22 AM,06:08 PM,22,35,35,31,12,27,60,0.0,1011,37,10,143,8,12.45%-86.99
2016-05-24,36,28,0.0,12.9,7,77,08:39 PM,07:38 AM,05:22 AM,06:08 PM,23,36,36,31,8,39,65,3.0,1012,36,10,171,6,12.45%-86.99
2016-05-25,37,28,0.0,12.9,7,70,09:29 PM,08:29 AM,05:22 AM,06:08 PM,24,37,37,32,8,29,66,12.4,1012,37,9,174,5,12.45%-86.99
2016-05-26,30,28,0.0,12.9,6,62,10:17 PM,09:21 AM,05:22 AM,06:08 PM,24,34,34,29,8,20,75,14.9,1011,30,8,139,5,12.45%-86.99
2016-05-27,36,28,0.0,12.9,7,55,11:06 PM,10:14 AM,05:22 AM,06:09 PM,23,36,36,32,7,35,61,9.0,1009,36,9,193,5,12.45%-86.99
2016-05-28,34,29,0.0,12.9,7,48,11:53 PM,11:09 AM,05:22 AM,06:09 PM,23,36,36,31,14,26,61,5.0,1010,34,9,195,10,12.45%-86.99
2016-05-29,35,27,0.0,12.9,7,40,No moonrise,12:03 PM,05:22 AM,06:09 PM,23,35,35,30,10,24,68,9.4,1012,35,9,147,7,12.45%-86.99
2016-05-30,34,28,0.0,12.9,7,33,12:40 AM,12:58 PM,05:22 AM,06:10 PM,23,34,34,30,11,40,68,20.7,1011,34,8,139,7,12.45%-86.99
2016-05-31,31,25,0.0,11.9,6,29,01:27 AM,01:55 PM,05:22 AM,06:10 PM,23,32,32,28,10,63,77,14.2,1011,31,8,141,7,12.45%-86.99
2016-06-01,33,26,0.0,12.9,7,12,02:16 AM,02:53 PM,05:22 AM,06:10 PM,23,33,33,29,12,45,73,15.5,1011,33,9,145,8,12.45%-86.99
2016-06-02,32,26,0.0,12.9,6,4,03:07 AM,03:53 PM,05:22 AM,06:11 PM,23,33,33,29,12,54,75,26.8,1011,32,7,129,7,12.45%-86.99
